S/N,REGION,DISTRICT,YEAR,CROP,AREA (HA),YIELD (MT/HA),PRODUCTION (MT)
7882,CENTRAL,AJUMAKO-ENYAN-ESIAM,2008,MAIZE,6371.2,2.0,12742.4
7883,CENTRAL,AWUTU-EFUTU-SENYA,2008,MAIZE,20253.2,1.81,36577.28
7884,CENTRAL,GOMOA,2008,MAIZE,7699.25,2.5,19248.13
7885,CENTRAL,CAPE COAST,2008,MAIZE,8038.0,1.24,9967.12
7886,CENTRAL,AGONA,2008,MAIZE,6118.2,2.73,16702.69
7887,CENTRAL,UPPER DENKYIRA,2008,RICE,726.0,1.2,871.2
7888,CENTRAL,TWIFO HERMAN LOWER DENKYIRA,2008,RICE,555.5,1.2,666.6
7889,CENTRAL,ASSIN SOUTH,2008,RICE,550.0,1.2,660.0
7890,CENTRAL,ASSIN NORTH,2008,RICE,1886.5,1.2,2263.8
7891,CENTRAL,ABURA-ASEBU-KWAMANKESE,2008,RICE,128.7,1.37,175.68
7892,CENTRAL,ASIKUMA-ODOBEN-BRAKWA,2008,RICE,42.9,1.2,51.48
7893,CENTRAL,GOMOA,2008,RICE,45.0,2.9,130.5
7894,CENTRAL,UPPER DENKYIRA,2008,CASSAVA,10780.0,20.54,221421.2
7895,CENTRAL,TWIFO HERMAN LOWER DENKYIRA,2008,CASSAVA,9719.6,32.0,311027.2
7896,CENTRAL,ASSIN SOUTH,2008,CASSAVA,4061.2,12.69,51536.63
7897,CENTRAL,ASSIN NORTH,2008,CASSAVA,10230.0,13.06,133624.26
7898,CENTRAL,ABURA-ASEBU-KWAMANKESE,2008,CASSAVA,5011.27,9.07,45462.24
7899,CENTRAL,ASIKUMA-ODOBEN-BRAKWA,2008,CASSAVA,4473.7,13.35,59723.9
7900,CENTRAL,MFANTSIMAN,2008,CASSAVA,11004.35,9.44,103881.06
7901,CENTRAL,KOMENDA-EDINA-EGUAFO-ABIREM,2008,CASSAVA,14931.4,13.8,206053.32
7902,CENTRAL,AJUMAKO-ENYAN-ESIAM,2008,CASSAVA,7150.0,19.32,138138.0
7903,CENTRAL,AWUTU-EFUTU-SENYA,2008,CASSAVA,30782.4,13.13,404019.0
7904,CENTRAL,GOMOA,2008,CASSAVA,3824.0,14.77,56480.48
7905,CENTRAL,CAPE COAST,2008,CASSAVA,7488.0,16.47,123327.36
7906,CENTRAL,AGONA,2008,CASSAVA,6421.8,21.44,137689.81
7907,CENTRAL,UPPER DENKYIRA,2008,YAM,429.0,5.8,2488.2
7908,CENTRAL,TWIFO HERMAN LOWER DENKYIRA,2008,YAM,371.8,4.5,1673.1
7909,CENTRAL,ASSIN SOUTH,2008,YAM,77.0,5.45,419.65
7910,CENTRAL,ASSIN NORTH,2008,YAM,201.3,5.51,1109.67
7911,CENTRAL,ABURA-ASEBU-KWAMANKESE,2008,YAM,103.5,5.36,554.24
7912,CENTRAL,AJUMAKO-ENYAN-ESIAM,2008,YAM,865.7,4.4,3809.08
7913,CENTRAL,AWUTU-EFUTU-SENYA,2008,YAM,234.3,5.57,1303.88
7914,CENTRAL,GOMOA,2008,YAM,22.5,5.5,123.75
7915,CENTRAL,AGONA,2008,YAM,597.3,9.07,5418.71
7916,EASTERN,BIRIM SOUTH,2008,MAIZE,8500.0,2.1,17850.0
7917,EASTERN,WEST AKIM,2008,MAIZE,8600.0,2.2,18920.0
7918,EASTERN,SUHUM KRABOA COALTAR,2008,MAIZE,8304.0,1.9,15777.6
7919,EASTERN,AKUAPIM SOUTH,2008,MAIZE,3800.0,1.6,6080.0
7920,EASTERN,AKUAPIM NORTH,2008,MAIZE,9350.0,2.0,18700.0
7921,EASTERN,NEW JUABEN,2008,MAIZE,3471.0,2.3,7983.3
7922,EASTERN,YILO KROBO,2008,MAIZE,9500.0,2.1,19950.0
7923,EASTERN,EAST AKIM,2008,MAIZE,2500.0,1.8,4500.0
7924,EASTERN,ATIWA,2008,MAIZE,4500.0,1.7,7650.0
7925,EASTERN,KWAEBIBIREM,2008,MAIZE,6500.0,2.3,14950.0
7926,EASTERN,BIRIM NORTH,2008,MAIZE,7000.0,2.1,14700.0
7927,EASTERN,KWAHU WEST,2008,MAIZE,2324.0,2.3,5345.2
7928,EASTERN,KWAHU WEST,2008,MAIZE,4100.0,1.6,6560.0
7929,EASTERN,FANTEAKWA,2008,MAIZE,13260.0,1.8,23868.0
7930,EASTERN,AFRAM PLAINS,2008,MAIZE,28800.0,2.1,60480.0
7931,EASTERN,ASUOGYAMAN,2008,MAIZE,8757.0,1.6,14011.2
7932,EASTERN,MANYA KROBO,2008,MAIZE,13045.0,1.8,23481.0
7933,EASTERN,BIRIM SOUTH,2008,RICE,4000.0,2.4,9600.0
7934,EASTERN,EAST AKIM,2008,RICE,0.5,1.5,0.75
7935,EASTERN,ATIWA,2008,RICE,157.0,2.1,329.7
7936,EASTERN,KWAEBIBIREM,2008,RICE,1200.0,3.3,3960.0
7937,EASTERN,BIRIM NORTH,2008,RICE,689.0,3.0,2067.0
7938,EASTERN,MANYA KROBO,2008,RICE,1000.0,1.8,1800.0
7939,EASTERN,BIRIM SOUTH,2008,CASSAVA,15053.0,14.2,213752.6
7940,EASTERN,WEST AKIM,2008,CASSAVA,12726.0,16.5,209979.0
7941,EASTERN,SUHUM KRABOA COALTAR,2008,CASSAVA,12800.0,15.0,192000.0
7942,EASTERN,AKUAPIM SOUTH,2008,CASSAVA,9200.0,26.0,239200.0
7943,EASTERN,AKUAPIM NORTH,2008,CASSAVA,11900.0,20.0,238000.0
7944,EASTERN,NEW JUABEN,2008,CASSAVA,6600.0,13.9,91740.0
7945,EASTERN,YILO KROBO,2008,CASSAVA,8425.0,14.1,118792.5
7946,EASTERN,EAST AKIM,2008,CASSAVA,9400.0,19.0,178600.0
7947,EASTERN,ATIWA,2008,CASSAVA,6600.0,15.0,99000.0
7948,EASTERN,KWAEBIBIREM,2008,CASSAVA,8500.0,20.0,170000.0
7949,EASTERN,BIRIM NORTH,2008,CASSAVA,10026.0,16.0,160416.0
7950,EASTERN,KWAHU WEST,2008,CASSAVA,8200.0,16.0,131200.0
7951,EASTERN,KWAHU WEST,2008,CASSAVA,13671.0,15.3,209166.3
7952,EASTERN,FANTEAKWA,2008,CASSAVA,11324.0,15.0,169860.0
7953,EASTERN,AFRAM PLAINS,2008,CASSAVA,15465.0,13.2,204138.0
7954,EASTERN,ASUOGYAMAN,2008,CASSAVA,11057.0,13.3,147058.1
7955,EASTERN,MANYA KROBO,2008,CASSAVA,11419.0,13.7,156440.3
7956,EASTERN,BIRIM SOUTH,2008,YAM,1300.0,13.0,16900.0
7957,EASTERN,WEST AKIM,2008,YAM,700.0,19.7,13790.0
7958,EASTERN,SUHUM KRABOA COALTAR,2008,YAM,350.0,15.4,5390.0
7959,EASTERN,AKUAPIM SOUTH,2008,YAM,250.0,15.0,3750.0
7960,EASTERN,AKUAPIM NORTH,2008,YAM,250.0,15.0,3750.0
7961,EASTERN,NEW JUABEN,2008,YAM,300.0,15.0,4500.0
7962,EASTERN,YILO KROBO,2008,YAM,1735.0,12.4,21514.0
7963,EASTERN,EAST AKIM,2008,YAM,500.0,13.0,6500.0
7964,EASTERN,ATIWA,2008,YAM,475.0,14.0,6650.0
7965,EASTERN,KWAEBIBIREM,2008,YAM,300.0,14.0,4200.0
7966,EASTERN,BIRIM NORTH,2008,YAM,800.0,12.0,9600.0
7967,EASTERN,KWAHU WEST,2008,YAM,1250.0,13.5,16875.0
7968,EASTERN,KWAHU WEST,2008,YAM,1150.0,14.0,16100.0
7969,EASTERN,FANTEAKWA,2008,YAM,1498.0,13.6,20372.8
7970,EASTERN,AFRAM PLAINS,2008,YAM,26000.0,19.4,504400.0
7971,EASTERN,ASUOGYAMAN,2008,YAM,724.0,17.2,12452.8
7972,EASTERN,MANYA KROBO,2008,YAM,1100.0,18.3,20130.0
7973,VOLTA,NORTH TONGU,2008,MAIZE,1283.0,1.2,1539.6
7974,VOLTA,SOUTH TONGU (SOGAKOPE),2008,MAIZE,1518.0,1.1,1669.8
7975,VOLTA,AKATSI,2008,MAIZE,2571.0,1.5,3856.5
7976,VOLTA,KETA,2008,MAIZE,677.0,1.0,677.0
7977,VOLTA,KETU,2008,MAIZE,5400.0,1.2,6480.0
7978,VOLTA,NORTH DAYI (KPANDO),2008,MAIZE,2522.0,1.52,3833.44
7979,VOLTA,SOUTH DAYI,2008,MAIZE,1750.0,1.2,2100.0
7980,VOLTA,HOHOE MUNICIPAL,2008,MAIZE,6800.0,1.7,11560.0
7981,VOLTA,JASIKAN,2008,MAIZE,3040.0,1.9,5776.0
7982,VOLTA,KADJEBI,2008,MAIZE,3072.0,1.8,5529.6
7983,VOLTA,NKWANTA,2008,MAIZE,8200.0,1.9,15580.0
7984,VOLTA,KRACHI WEST,2008,MAIZE,2200.0,2.2,4840.0
7985,VOLTA,KRACHI EAST,2008,MAIZE,1570.0,2.0,3140.0
7986,VOLTA,HO MUNICIPAL,2008,MAIZE,2756.0,1.26,3472.56
7987,VOLTA,ADAKLU ANYIGBE,2008,MAIZE,1869.0,1.5,2803.5
7988,VOLTA,NORTH TONGU,2008,RICE,1400.0,1.5,2100.0
7989,VOLTA,SOUTH TONGU (SOGAKOPE),2008,RICE,110.0,1.6,176.0
7990,VOLTA,KETU,2008,RICE,1400.0,5.0,7000.0
7991,VOLTA,NORTH DAYI (KPANDO),2008,RICE,456.0,2.2,1003.2
7992,VOLTA,SOUTH DAYI,2008,RICE,300.0,1.0,300.0
7993,VOLTA,HOHOE MUNICIPAL,2008,RICE,5750.0,2.5,14375.0
7994,VOLTA,JASIKAN,2008,RICE,1730.0,2.5,4325.0
7995,VOLTA,KADJEBI,2008,RICE,1947.0,2.1,4088.7
7996,VOLTA,NKWANTA,2008,RICE,2000.0,2.0,4000.0
7997,VOLTA,KRACHI WEST,2008,RICE,1400.0,2.1,2940.0
7998,VOLTA,KRACHI EAST,2008,RICE,1010.0,2.4,2424.0
7999,VOLTA,HO MUNICIPAL,2008,RICE,381.0,2.0,762.0
8000,VOLTA,ADAKLU ANYIGBE,2008,RICE,250.0,1.8,450.0
8001,VOLTA,NORTH TONGU,2008,CASSAVA,2518.0,9.2,23165.6
8002,VOLTA,SOUTH TONGU (SOGAKOPE),2008,CASSAVA,2580.0,10.0,25800.0
8003,VOLTA,AKATSI,2008,CASSAVA,2625.0,11.9,31237.5
8004,VOLTA,KETA,2008,CASSAVA,1260.0,7.8,9828.0
8005,VOLTA,KETU,2008,CASSAVA,10165.0,10.9,110798.5
8006,VOLTA,NORTH DAYI (KPANDO),2008,CASSAVA,4520.0,10.0,45200.0
8007,VOLTA,SOUTH DAYI,2008,CASSAVA,1300.0,10.5,13650.0
8008,VOLTA,HOHOE MUNICIPAL,2008,CASSAVA,9200.0,9.0,82800.0
8009,VOLTA,JASIKAN,2008,CASSAVA,6350.0,15.0,95250.0
8010,VOLTA,KADJEBI,2008,CASSAVA,4320.0,13.7,59184.0
8011,VOLTA,NKWANTA,2008,CASSAVA,30300.0,17.0,515100.0
8012,VOLTA,KRACHI WEST,2008,CASSAVA,11100.0,13.3,147630.0
8013,VOLTA,KRACHI EAST,2008,CASSAVA,9300.0,15.0,139500.0
8014,VOLTA,HO MUNICIPAL,2008,CASSAVA,3680.0,12.0,44160.0
8015,VOLTA,ADAKLU ANYIGBE,2008,CASSAVA,1300.0,10.71,13923.0
8016,VOLTA,NORTH DAYI (KPANDO),2008,YAM,600.0,8.5,5100.0
8017,VOLTA,SOUTH DAYI,2008,YAM,35.0,9.0,315.0
8018,VOLTA,HOHOE MUNICIPAL,2008,YAM,1300.0,8.0,10400.0
8019,VOLTA,JASIKAN,2008,YAM,1200.0,11.0,13200.0
8020,VOLTA,KADJEBI,2008,YAM,1021.0,9.8,10005.8
8021,VOLTA,NKWANTA,2008,YAM,8600.0,17.5,150500.0
8022,VOLTA,KRACHI WEST,2008,YAM,5800.0,13.0,75400.0
8023,VOLTA,KRACHI EAST,2008,YAM,6100.0,13.0,79300.0
8024,VOLTA,HO MUNICIPAL,2008,YAM,792.0,9.0,7128.0
8025,VOLTA,ADAKLU ANYIGBE,2008,YAM,99.0,8.5,841.5
8026,ASHANTI,BEKWAI MUNI (AMANSIE EAST),2008,MAIZE,4500.0,1.2,5400.0
8027,ASHANTI,AMANSIE CENTRAL,2008,MAIZE,4360.0,1.2,5232.0
8028,ASHANTI,AMANSIE WEST,2008,MAIZE,2670.0,1.2,3204.0
8029,ASHANTI,EJURA SEKYEREDUMASE,2008,MAIZE,17500.0,1.25,21875.0
8030,ASHANTI,SEKYERE WEST,2008,MAIZE,10200.0,1.25,12750.0
8031,ASHANTI,SEKYERE EAST,2008,MAIZE,9400.0,1.25,11750.0
8032,ASHANTI,AFIGYA SEKYERE,2008,MAIZE,18001.0,1.3,23401.3
8033,ASHANTI,AHAFO ANO NORTH,2008,MAIZE,16001.0,1.3,20801.3
8034,ASHANTI,AHAFO ANO SOUTH,2008,MAIZE,9886.0,1.3,12851.8
8035,ASHANTI,ATWIMA MPONUA,2008,MAIZE,3500.0,1.3,4550.0
8036,ASHANTI,ATWIMA NWABIAGYA,2008,MAIZE,6556.0,1.3,8522.8
8037,ASHANTI,EJUSU JUABEN,2008,MAIZE,3660.0,1.25,4575.0
8038,ASHANTI,BOSUMTWE-ATWIMA-KWANWOMA,2008,MAIZE,3800.0,1.25,4750.0
8039,ASHANTI,KWABRE,2008,MAIZE,1150.0,1.25,1437.5
8040,ASHANTI,OFFINSO,2008,MAIZE,8240.0,1.25,10300.0
8041,ASHANTI,ADANSI NORTH,2008,MAIZE,3750.0,1.2,4500.0
8042,ASHANTI,OBUASI MUNICIPAL (ADANSI WEST),2008,MAIZE,945.0,1.2,1134.0
8043,ASHANTI,ADANSI  SOUTH,2008,MAIZE,5358.0,1.2,6429.6
8044,ASHANTI,ASANTE AKIM NORTH,2008,MAIZE,7895.0,1.25,9868.75
8045,ASHANTI,ASANTE AKIM SOUTH,2008,MAIZE,6650.0,1.25,8312.5
8046,ASHANTI,KUMASI METROPOLITAN ASSEMBLY,2008,MAIZE,1002.0,1.2,1202.4
8047,ASHANTI,BEKWAI MUNI (AMANSIE EAST),2008,RICE,360.0,0.98,352.8
8048,ASHANTI,AMANSIE CENTRAL,2008,RICE,30.0,1.0,30.0
8049,ASHANTI,AMANSIE WEST,2008,RICE,180.0,1.0,180.0
8050,ASHANTI,EJURA SEKYEREDUMASE,2008,RICE,850.0,1.2,1020.0
8051,ASHANTI,SEKYERE WEST,2008,RICE,26.0,1.0,26.0
8052,ASHANTI,SEKYERE EAST,2008,RICE,160.0,1.0,160.0
8053,ASHANTI,AFIGYA SEKYERE,2008,RICE,185.0,1.0,185.0
8054,ASHANTI,AHAFO ANO NORTH,2008,RICE,350.0,1.2,420.0
8055,ASHANTI,AHAFO ANO SOUTH,2008,RICE,555.0,1.4,777.0
8056,ASHANTI,ATWIMA MPONUA,2008,RICE,740.0,1.1,814.0
8057,ASHANTI,ATWIMA NWABIAGYA,2008,RICE,1010.0,1.3,1313.0
8058,ASHANTI,EJUSU JUABEN,2008,RICE,520.0,1.4,728.0
8059,ASHANTI,BOSUMTWE-ATWIMA-KWANWOMA,2008,RICE,448.0,1.0,448.0
8060,ASHANTI,KWABRE,2008,RICE,135.0,0.85,114.75
8061,ASHANTI,OFFINSO,2008,RICE,298.0,1.0,298.0
8062,ASHANTI,ADANSI NORTH,2008,RICE,256.0,1.0,256.0
8063,ASHANTI,OBUASI MUNICIPAL (ADANSI WEST),2008,RICE,76.0,1.0,76.0
8064,ASHANTI,ADANSI  SOUTH,2008,RICE,1400.0,1.1,1540.0
8065,ASHANTI,ASANTE AKIM NORTH,2008,RICE,1350.0,1.1,1485.0
8066,ASHANTI,ASANTE AKIM SOUTH,2008,RICE,355.0,1.0,355.0
8067,ASHANTI,KUMASI METROPOLITAN ASSEMBLY,2008,RICE,10.0,1.0,10.0
8068,ASHANTI,BEKWAI MUNI (AMANSIE EAST),2008,CASSAVA,5880.0,10.1,59388.0
8069,ASHANTI,AMANSIE CENTRAL,2008,CASSAVA,5680.0,8.33,47314.4
8070,ASHANTI,AMANSIE WEST,2008,CASSAVA,3066.0,8.86,27164.76
8071,ASHANTI,EJURA SEKYEREDUMASE,2008,CASSAVA,3250.0,6.74,21905.0
8072,ASHANTI,SEKYERE WEST,2008,CASSAVA,7650.0,10.56,80784.0
8073,ASHANTI,SEKYERE EAST,2008,CASSAVA,5850.0,9.88,57798.0
8074,ASHANTI,AFIGYA SEKYERE,2008,CASSAVA,7250.0,9.57,69382.5
8075,ASHANTI,AHAFO ANO NORTH,2008,CASSAVA,6960.0,9.99,69530.4
8076,ASHANTI,AHAFO ANO SOUTH,2008,CASSAVA,10002.0,9.15,91518.3
8077,ASHANTI,ATWIMA MPONUA,2008,CASSAVA,5006.0,11.8,59070.8
8078,ASHANTI,ATWIMA NWABIAGYA,2008,CASSAVA,9655.0,12.11,116922.05
8079,ASHANTI,EJUSU JUABEN,2008,CASSAVA,5660.0,10.61,60052.6
8080,ASHANTI,BOSUMTWE-ATWIMA-KWANWOMA,2008,CASSAVA,4860.0,9.59,46607.4
8081,ASHANTI,KWABRE,2008,CASSAVA,6160.0,11.39,70162.4
8082,ASHANTI,OFFINSO,2008,CASSAVA,6200.0,10.54,65348.0
8083,ASHANTI,ADANSI NORTH,2008,CASSAVA,4908.0,10.78,52908.24
8084,ASHANTI,OBUASI MUNICIPAL (ADANSI WEST),2008,CASSAVA,305.0,10.21,3114.05
8085,ASHANTI,ADANSI  SOUTH,2008,CASSAVA,4850.0,12.22,59267.0
8086,ASHANTI,ASANTE AKIM NORTH,2008,CASSAVA,4500.0,13.34,60030.0
8087,ASHANTI,ASANTE AKIM SOUTH,2008,CASSAVA,6750.0,9.6,64800.0
8088,ASHANTI,KUMASI METROPOLITAN ASSEMBLY,2008,CASSAVA,2500.0,8.86,22150.0
8089,ASHANTI,BEKWAI MUNI (AMANSIE EAST),2008,YAM,298.0,11.43,3406.14
8090,ASHANTI,AMANSIE CENTRAL,2008,YAM,760.0,9.27,7045.2
8091,ASHANTI,AMANSIE WEST,2008,YAM,850.0,8.91,7573.5
8092,ASHANTI,EJURA SEKYEREDUMASE,2008,YAM,9680.0,14.68,142102.4
8093,ASHANTI,SEKYERE WEST,2008,YAM,6690.0,12.51,83691.9
8094,ASHANTI,SEKYERE EAST,2008,YAM,3125.0,11.95,37343.75
8095,ASHANTI,AFIGYA SEKYERE,2008,YAM,2155.0,11.69,25191.95
8096,ASHANTI,AHAFO ANO NORTH,2008,YAM,790.0,10.51,8302.9
8097,ASHANTI,AHAFO ANO SOUTH,2008,YAM,444.0,10.73,4764.12
8098,ASHANTI,ATWIMA MPONUA,2008,YAM,460.0,11.85,5451.0
8099,ASHANTI,ATWIMA NWABIAGYA,2008,YAM,1240.0,9.79,12139.6
8100,ASHANTI,EJUSU JUABEN,2008,YAM,360.0,10.56,3801.6
8101,ASHANTI,BOSUMTWE-ATWIMA-KWANWOMA,2008,YAM,655.0,10.09,6608.95
8102,ASHANTI,KWABRE,2008,YAM,202.0,8.34,1684.68
8103,ASHANTI,OFFINSO,2008,YAM,988.0,11.85,11707.8
8104,ASHANTI,ADANSI NORTH,2008,YAM,570.0,9.48,5403.6
8105,ASHANTI,OBUASI MUNICIPAL (ADANSI WEST),2008,YAM,405.0,9.06,3669.3
8106,ASHANTI,ADANSI  SOUTH,2008,YAM,760.0,9.79,7440.4
8107,ASHANTI,ASANTE AKIM NORTH,2008,YAM,780.0,10.66,8314.8
8108,ASHANTI,ASANTE AKIM SOUTH,2008,YAM,265.0,10.3,2729.5
8109,ASHANTI,KUMASI METROPOLITAN ASSEMBLY,2008,YAM,20.0,8.76,175.2
8110,BRONG AHAFO,SUNYANI MUNICIPAL,2008,MAIZE,31730.0,1.36,43152.8
8111,BRONG AHAFO,ASUTIFI,2008,MAIZE,6711.0,1.4,9395.4
8112,BRONG AHAFO,WENCHI MUNICIPAL,2008,MAIZE,9200.0,1.38,12696.0
8113,BRONG AHAFO,DORMA AHENKRO,2008,MAIZE,32850.0,2.2,72270.0
8114,BRONG AHAFO,BEREKUM,2008,MAIZE,7547.0,1.8,13584.6
8115,BRONG AHAFO,TANO NORTH,2008,MAIZE,3850.0,2.1,8085.0
8116,BRONG AHAFO,TANO SOUTH,2008,MAIZE,4500.0,2.1,9450.0
8117,BRONG AHAFO,SENE,2008,MAIZE,5500.0,1.9,10450.0
8118,BRONG AHAFO,NKORANZA,2008,MAIZE,31133.0,2.4,74719.2
8119,BRONG AHAFO,TECHIMAN MUNICIPAL,2008,MAIZE,12500.0,2.2,27500.0
8120,BRONG AHAFO,ASUNAFO NORTH,2008,MAIZE,4700.0,1.85,8695.0
8121,BRONG AHAFO,ASUNAFO SOUTH,2008,MAIZE,4750.0,1.95,9262.5
8122,BRONG AHAFO,JAMAN NORTH,2008,MAIZE,3620.0,2.0,7240.0
8123,BRONG AHAFO,JAMAN SOUTH,2008,MAIZE,5927.0,2.0,11854.0
8124,BRONG AHAFO,KINTAMPO NORTH,2008,MAIZE,22231.0,2.2,48908.2
8125,BRONG AHAFO,KINTAMPO SOUTH,2008,MAIZE,12200.0,2.0,24400.0
8126,BRONG AHAFO,ATEBUBU -AMANTIN,2008,MAIZE,1300.0,2.1,2730.0
8127,BRONG AHAFO,PRU,2008,MAIZE,2050.0,2.1,4305.0
8128,BRONG AHAFO,TAIN,2008,MAIZE,2100.0,1.9,3990.0
8129,BRONG AHAFO,ASUTIFI,2008,RICE,152.0,1.46,221.92
8130,BRONG AHAFO,DORMA AHENKRO,2008,RICE,950.0,1.1,1045.0
8131,BRONG AHAFO,TANO NORTH,2008,RICE,138.0,1.75,241.5
8132,BRONG AHAFO,TANO SOUTH,2008,RICE,94.0,1.75,164.5
8133,BRONG AHAFO,SENE,2008,RICE,1710.0,1.4,2394.0
8134,BRONG AHAFO,ASUNAFO NORTH,2008,RICE,102.0,1.08,110.16
8135,BRONG AHAFO,ASUNAFO SOUTH,2008,RICE,98.0,1.08,105.84
8136,BRONG AHAFO,KINTAMPO NORTH,2008,RICE,38.0,1.5,57.0
8137,BRONG AHAFO,ATEBUBU -AMANTIN,2008,RICE,190.0,1.7,323.0
8138,BRONG AHAFO,PRU,2008,RICE,95.0,1.55,147.25
8139,BRONG AHAFO,SUNYANI MUNICIPAL,2008,CASSAVA,9350.0,10.6,99110.0
8140,BRONG AHAFO,ASUTIFI,2008,CASSAVA,12987.0,16.8,218181.6
8141,BRONG AHAFO,WENCHI MUNICIPAL,2008,CASSAVA,9693.0,13.6,131824.8
8142,BRONG AHAFO,DORMA AHENKRO,2008,CASSAVA,12800.0,13.3,170240.0
8143,BRONG AHAFO,BEREKUM,2008,CASSAVA,7080.0,14.8,104784.0
8144,BRONG AHAFO,TANO NORTH,2008,CASSAVA,3025.0,16.5,49912.5
8145,BRONG AHAFO,TANO SOUTH,2008,CASSAVA,9510.0,16.4,155964.0
8146,BRONG AHAFO,SENE,2008,CASSAVA,20500.0,12.6,258300.0
8147,BRONG AHAFO,NKORANZA,2008,CASSAVA,7071.0,16.3,115257.3
8148,BRONG AHAFO,TECHIMAN MUNICIPAL,2008,CASSAVA,8517.0,16.1,137123.7
8149,BRONG AHAFO,ASUNAFO NORTH,2008,CASSAVA,3870.0,15.1,58437.0
8150,BRONG AHAFO,ASUNAFO SOUTH,2008,CASSAVA,13848.0,15.2,210489.6
8151,BRONG AHAFO,JAMAN NORTH,2008,CASSAVA,1533.0,13.36,20480.88
8152,BRONG AHAFO,JAMAN SOUTH,2008,CASSAVA,4804.0,13.36,64181.44
8153,BRONG AHAFO,KINTAMPO NORTH,2008,CASSAVA,4860.0,16.8,81648.0
8154,BRONG AHAFO,KINTAMPO SOUTH,2008,CASSAVA,3800.0,16.9,64220.0
8155,BRONG AHAFO,ATEBUBU -AMANTIN,2008,CASSAVA,21295.0,12.5,266187.5
8156,BRONG AHAFO,PRU,2008,CASSAVA,13592.0,12.5,169900.0
8157,BRONG AHAFO,TAIN,2008,CASSAVA,9212.0,12.3,113307.6
8158,BRONG AHAFO,SUNYANI MUNICIPAL,2008,YAM,320.0,17.1,5472.0
8159,BRONG AHAFO,ASUTIFI,2008,YAM,163.0,11.0,1793.0
8160,BRONG AHAFO,WENCHI MUNICIPAL,2008,YAM,8847.0,15.7,138897.9
8161,BRONG AHAFO,DORMA AHENKRO,2008,YAM,850.0,13.5,11475.0
8162,BRONG AHAFO,BEREKUM,2008,YAM,1050.0,11.45,12022.5
8163,BRONG AHAFO,TANO NORTH,2008,YAM,256.0,10.5,2688.0
8164,BRONG AHAFO,TANO SOUTH,2008,YAM,606.0,10.48,6350.88
8165,BRONG AHAFO,SENE,2008,YAM,21902.0,18.8,411757.6
8166,BRONG AHAFO,NKORANZA,2008,YAM,7798.0,16.92,131942.16
8167,BRONG AHAFO,TECHIMAN MUNICIPAL,2008,YAM,12250.0,19.1,233975.0
8168,BRONG AHAFO,ASUNAFO NORTH,2008,YAM,85.0,12.2,1037.0
8169,BRONG AHAFO,ASUNAFO SOUTH,2008,YAM,95.0,12.3,1168.5
8170,BRONG AHAFO,JAMAN NORTH,2008,YAM,8310.0,14.8,122988.0
8171,BRONG AHAFO,JAMAN SOUTH,2008,YAM,10690.0,14.1,150729.0
8172,BRONG AHAFO,KINTAMPO NORTH,2008,YAM,8212.0,18.1,148637.2
8173,BRONG AHAFO,KINTAMPO SOUTH,2008,YAM,7588.0,18.42,139770.96
8174,BRONG AHAFO,ATEBUBU -AMANTIN,2008,YAM,9010.0,15.2,136952.0
8175,BRONG AHAFO,PRU,2008,YAM,12910.0,15.3,197523.0
8176,BRONG AHAFO,TAIN,2008,YAM,7205.0,14.4,103752.0
8177,UPPER EAST,BUILSA,2008,MAIZE,1438.0,1.54,2214.52
8178,UPPER EAST,KASINA-NANKANA,2008,MAIZE,3270.0,1.67,5460.9
8179,UPPER EAST,BOLGATANGA MUNICIPAL,2008,MAIZE,1720.0,1.88,3233.6
8180,UPPER EAST,BAWKU MUNICIPAL,2008,MAIZE,6360.0,1.6,10176.0
8181,UPPER EAST,BAWKU WEST,2008,MAIZE,3530.0,1.41,4977.3
8182,UPPER EAST,BONGO,2008,MAIZE,68.0,1.32,89.76
8183,UPPER EAST,GARU TEMPANE,2008,MAIZE,3613.0,1.6,5780.8
8184,UPPER EAST,TALENSI NABDAM,2008,MAIZE,3764.0,1.68,6323.52
8185,UPPER EAST,BUILSA,2008,RICE,3072.0,3.9,11980.8
8186,UPPER EAST,KASINA-NANKANA,2008,RICE,3740.0,4.29,16044.6
8187,UPPER EAST,BOLGATANGA MUNICIPAL,2008,RICE,3648.0,3.33,12147.84
8188,UPPER EAST,BAWKU MUNICIPAL,2008,RICE,3943.0,2.9,11434.7
8189,UPPER EAST,BAWKU WEST,2008,RICE,4804.0,2.91,13979.64
8190,UPPER EAST,BONGO,2008,RICE,1143.0,2.42,2766.06
8191,UPPER EAST,GARU TEMPANE,2008,RICE,3190.0,2.62,8357.8
8192,UPPER EAST,TALENSI NABDAM,2008,RICE,3394.0,2.86,9706.84
8193,UPPER EAST,BUILSA,2008,SOYABEAN,417.0,1.02,425.34
8194,UPPER EAST,BOLGATANGA MUNICIPAL,2008,SOYABEAN,5.0,1.12,5.6
8195,UPPER EAST,BAWKU MUNICIPAL,2008,SOYABEAN,5663.0,1.2,6795.6
8196,UPPER EAST,BAWKU WEST,2008,SOYABEAN,2922.0,0.72,2103.84
8197,UPPER EAST,GARU TEMPANE,2008,SOYABEAN,3646.0,0.84,3062.64
8198,UPPER EAST,TALENSI NABDAM,2008,SOYABEAN,864.0,0.86,743.04
8199,UPPER WEST,WA WEST,2008,MAIZE,3117.0,1.69,5267.73
